User ID,Age,Age Group,Gender,Location,Item ID,Title,Type,Genre,Release year,Director/Authors/Artist/Publisher,Rating,description,Interaction ID,Interaction Type,Interaction Time,Country Code,Country
141,57,Elderly,Female,"Kirbyberg, NH",178,Kucch To Hai,Movie,"Dramas, International Movies, Thrillers",2003,"Anil V. Kumar, Anurag Basu",4.9,"A student tries to steal a test from a teacher's home, leaving him for dead after an accident. A string of murders may be the professor's revenge.",169,View,27-12-2021 10:59,NH,United States
142,25,Young Adult,Female,"Mercadobury, RI",179,Squid Game,TV Show,"Action & Adventure, Mystery, Drama",2021,Hwang Dong-hyuk,6,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games—with high stakes. But, a tempting prize awaits the victor.",170,Like,20-03-2021 15:00,RI,United States
143,60,Elderly,Female,"New Andreaville, CO",180,Constantine,TV Show,"Action & Adventure, Drama, Sci-Fi & Fantasy",2014,"David S. Goyer, Daniel Cerone",3.6,A man struggling with his faith is haunted by the sins of his past but is suddenly thrust into the role of defending humanity from the gathering forces of darkness.,171,Purchase,15-09-2021 01:35,CO,Colombia
144,62,Elderly,Female,"Simmonschester, MS",181,Grimm,TV Show,"Drama, Mystery, Sci-Fi & Fantasy",2003,"Jim Kouf, Stephen Carpenter, David Greenwalt",5.7,"After Portland homicide detective Nick Burkhardt discovers he's descended from an elite line of criminal profilers known as ""Grimms,"" he increasingly finds his responsibilities as a detective at odds with his new responsibilities as a Grimm.",172,Purchase,14-04-2021 00:38,MS,Montserrat
145,30,Young Adult,Female,"Jameshaven, MD",182,Team America: World Police,Movie,"Action & Adventure, Comedies, Cult Movies",2004,Trey Parker,2.3,"In this musical satire, an all-marionette police force takes on the challenging role of keeping the peace on a troubled planet.",173,Like,23-01-2022 10:01,MD,Moldova
146,42,Middle Aged,Male,"Shanemouth, IN",183,Reactive clear-thinking migration,Game,Survival,1981,Colleen Page,1.9,Feel quality agree source. Her what take manager better.,174,Share,12-02-2023 21:16,IN,India
147,37,Middle Aged,Female,"Lake Toddfurt, IA",184,Ben 10,TV Show,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",2005,"Joe Kelly, Duncan Rouleau, Steven T. Seagle, Joe Casey",5.7,"When 10-year-old Ben Tennyson discovers a mysterious device, he gains the power to change into ten different alien heroes, each with uniquely awesome powers. With such abilities at his disposal, Ben realizes a greater responsibility to help others and stop evildoers, but that doesn't mean he's above a little superpowered mischief now and then.",175,Purchase,11-03-2022 10:11,IA,United States
148,18,Young Adult,Female,"Patriciaton, IA",185,Safe House,Movie,Action & Adventure,2012,Daniel Espinosa,5.4,Young CIA operative Matt Weston must get a dangerous criminal out of an agency safe house that's come under attack and get him to a securer location.,176,View,16-10-2020 01:50,IA,United States
149,45,Middle Aged,Female,"New Tammy, MP",186,Planet 51,Movie,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",2009,Jorge Blanco,1.6,"After landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely.",177,Share,12-06-2023 22:40,MP,Northern Mariana Islands
150,46,Middle Aged,Male,"Hernandezside, TN",187,The Fresh Prince of Bel-Air,TV Show,"Comedy, Family",1990,"Andy Borowitz, Susan Borowitz",1.6,"Will, a street-smart teenager, moves from the tough streets of West Philly to posh Bel-Air to live with his Uncle Philip, Aunt Vivian, his cousins — spoiled Hilary, preppy Carlton and young Ashley — and their sophisticated British butler, Geoffrey. Though Will’s antics and upbringing contrast greatly with the upper-class lifestyle of his extended relatives, he soon finds himself right at home as a loved part of the family.",178,Like,22-06-2022 00:41,TN,Tunisia
151,68,Elderly,Male,"Coreychester, OH",188,Mystic River,Book,Fiction,2003,Dennis Lehane,7.9,"When they were children, Sean Devine, Jimmy Marcus, and Dave Boyle were friends. But then a strange car pulled up to their street. One boy got into the car, two did not, and something terrible happened -- something that ended their friendship and changed all three boys forever. Twenty-five years later, Sean is a homicide detective. Jimmy is an ex-con who owns a corner store. And Dave is trying to hold his marriage together and keep his demons at bay -- demons that urge him to do terrible things. When Jimmy's daughter is found murdered, Sean is assigned to the case. His investigation brings him into conflict with Jimmy, who finds his old criminal impulses tempt him to solve the crime with brutal justice. And then there is Dave, who came home the night Jimmy's daughter died covered in someone else's blood. A tense and unnerving psychological thriller, Mystic River is also an epic novel of love and loyalty, faith and family, in which people irrevocably marked by the past find themselves on a collision course with the darkest truths of their own hidden selves.",179,Dislike,13-12-2022 23:46,OH,United States
152,36,Middle Aged,Female,"Nicolechester, VA",189,Confusion Na Wa,Movie,"Comedies, Dramas, International Movies",2013,Kenneth Gyang,4.7,A misplaced cell phone's incriminating content becomes a prime blackmail opportunity for a pair of petty thieves who soon regret their greedy scheme.,180,Share,26-03-2023 10:47,VA,Holy See
152,36,Middle Aged,Female,"Nicolechester, VA",190,The Paper Tigers,Movie,"Action & Adventure, Comedies",2021,Quoc Bao Tran,10,"After reuniting as middle-aged men, three kung-fu prodigies must set their differences aside and dust off their skills to avenge their beloved mentor.",181,View,12-05-2020 12:25,VA,Holy See
153,61,Elderly,Female,"Port Michaelmouth, IL",191,Digitized asymmetric Internet solution,Music,R&B (Rhythm and Blues),2009,Jonathan Carey,9.6,Institution meeting benefit good exist next response blood. Area some hospital true thousand time.,182,Like,12-03-2023 07:23,IL,Israel
154,30,Young Adult,Male,"Greerport, ID",192,Vampire Academy,Movie,"Action & Adventure, Comedies, Sci-Fi & Fantasy",2014,Mark Waters,8,"A half-human, half-vampire teen must prepare for class and her destiny as the protector of mortal vampires against their vicious immortal counterparts.",183,Like,07-12-2022 15:39,ID,Indonesia
154,30,Young Adult,Male,"Greerport, ID",193,Murder in LaMut,Book,Adventure stories,2003,Raymond E. Feist;Joel Rosenberg,2,"Available in the U.S. for the first time, this is the second volume in the exceptional Legends of the Riftwar series from ""New York Times""-bestselling authors Feist and Rosenberg.",184,Dislike,25-12-2022 13:41,ID,Indonesia
155,80,Old Aged,Female,"Zunigaview, NJ",194,Felon,Movie,"Action & Adventure, Dramas",2008,Ric Roman Waugh,5.3,"After killing a burglar while trying to protect his family, regular guy Wade is convicted of involuntary manslaughter and thrown into prison.",185,Dislike,24-04-2021 01:39,NJ,United States
156,67,Elderly,Male,"Davidport, NY",195,The Blue Lagoon,Movie,"Dramas, Romantic Movies",1980,Randal Kleiser,2.8,"Two shipwrecked children, stranded for years on a deserted island, fall in love as teenagers and attempt to forge a life in the isolated paradise.",186,Dislike,18-05-2023 02:31,NY,United States
157,74,Old Aged,Male,"Port Joanna, NJ",196,Decentralized clear-thinking service-desk,Game,Sports,2013,Anthony Andrews,4.3,Lot final type power both than. Financial reach let social western data enjoy.,187,Dislike,12-01-2023 03:12,NJ,United States
158,42,Middle Aged,Female,"New Christopher, DC",197,Wednesday,TV Show,"Sci-Fi & Fantasy, Mystery, Comedy",2022,"Miles Millar, Alfred Gough",3.3,"Wednesday Addams is sent to Nevermore Academy, a bizarre boarding school where she attempts to master her psychic powers, stop a monstrous killing spree of the town citizens, and solve the supernatural mystery that affected her family 25 years ago — all while navigating her new relationships.",188,Like,21-11-2021 02:47,DC,Colombia
159,27,Young Adult,Male,"Emmamouth, WA",198,Company of Heroes,Movie,"Action & Adventure, Dramas",2013,Don Michael Paul,3.3,"During the last major German offensive of World War II, a group of Allied soldiers sets out against all odds to turn the war around.",189,Dislike,05-12-2022 04:39,WA,United States
160,73,Old Aged,Male,"Julieside, PR",199,Collateral Beauty,Movie,Dramas,2016,David Frankel,4,An advertising executive wrestling with grief finds meaning by writing letters to unconventional recipients as caring colleagues plot a ruse.,190,View,13-11-2023 07:19,PR,Puerto Rico
161,32,Young Adult,Male,"South Wendy, MN",200,Cut,Book,Emotional problems,2002,Patricia McCormick,4.6,"Fifteen-year old Callie is so withdrawn that she's not speaking to anyone - including her therapist at Sea Pines, known to its guests as 'Sick Minds' - the residential treatment facility where her parents and doctor send her after discovering that she cuts herself. Her story unfolds primarily through dramatic monologues, gradually revealing the family turmoil that led to her self-destructive behaviour.",191,Dislike,30-03-2024 11:36,MN,Mongolia
162,62,Elderly,Female,"Lake Taratown, CT",201,Superman & Lois,TV Show,"Sci-Fi & Fantasy, Drama",2021,"Greg Berlanti, Todd Helbing",3.6,"After years of facing megalomaniacal supervillains, monsters wreaking havoc on Metropolis, and alien invaders intent on wiping out the human race, The Man of Steel aka Clark Kent and Lois Lane come face to face with one of their greatest challenges ever: dealing with all the stress, pressures and complexities that come with being working parents in today's society.",192,Like,23-02-2024 06:26,CT,United States
162,62,Elderly,Female,"Lake Taratown, CT",202,Hunter x Hunter,TV Show,"Action & Adventure, Animation, Drama",2011,Yoshihiro Togashi,7,"Twelve-year-old Gon Freecss one day discovers that the father he had always been told was dead was alive. His Father, Ging, is a Hunter — a member of society's elite with a license to go anywhere or do almost anything. Gon, determined to follow in his father's footsteps, decides to take the Hunter Examination and eventually find his father to prove himself as a Hunter in his own right. But on the way, he learns that there is more to becoming a Hunter than previously thought, and the challenges that he must face are considered the toughest in the world.",193,Purchase,06-07-2021 23:58,CT,United States
163,76,Old Aged,Male,"Brownhaven, WA",203,Cloudy with a Chance of Meatballs,Movie,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",2009,"Phil Lord, Christopher Miller",2.1,"When inventor Flint Lockwood makes clouds rain food, the citizens of Chewandswallow can feed themselves. But a bowl of disaster is about to overflow.",194,Like,10-09-2021 14:14,WA,United States
164,69,Elderly,Female,"Port Kimberlyfort, MT",204,La hija del Mariachi,TV Show,"Soap, Drama",2018,,5.2,"Emiliano, a wealthy Mexican businessman, is ripped off by his friends and partners. Hidden in Bogotá, he receives help from Rosario, a mariachi singer. She does not know Emiliano’s background and that he is wanted by the police of two countries and by a criminal organization. With a new name and personality, he adapts well to his new life as a mariachi band member and finds in Rosario the love of his life. But he is afraid his secret will tear them apart. He needs to clear his name and resolve his case to avoid that fate. Meanwhile, he often finds his love tested and vulnerable to several rivals, but Rosario always trusts that he has been honest with her.",195,Purchase,15-10-2022 04:25,MT,Malta
165,53,Middle Aged,Female,"New Sabrinaberg, MT",205,Grass-roots multi-state throughput,Game,Sandbox,2004,Julie Aguilar,7.5,Image deep get past. Sea ready do sense person society decade.,196,Dislike,17-07-2023 01:18,MT,Malta
166,75,Old Aged,Female,"Salaschester, NC",206,The Legend of Zelda: A Link to the Past,Game,Action-Adventure,1991,Super Nintendo Entertainment System (SNES),9.6,"An action-adventure game where players control Link as he journeys between the light and dark worlds of Hyrule, rescuing Princess Zelda and defeating the malevolent sorcerer Agahnim.",197,Dislike,31-10-2021 06:41,NC,New Caledonia
167,64,Elderly,Female,"North Caroltown, CT",207,Open Season 2,Movie,"Children & Family Movies, Comedies",2008,"Matthew O'Callaghan, Todd Wilderman",5.6,Elliot the buck and his forest-dwelling cohorts must rescue their dachshund pal from some spoiled pets bent on returning him to domesticity.,198,View,22-01-2022 23:58,CT,United States
168,53,Middle Aged,Female,"Abbottmouth, DE",208,The Devil and Miss Prym,Book,Fiction,2006,Paulo Coelho,7.4,"A community devoured by greed, cowardice, and fear. A man persecuted by the ghosts of his painful past. A young woman searching for happiness. In one eventful week, each will face questions of life, death, and power, and each will choose a path. Will they choose good or evil? In the remote village of Viscos -- a village too small to be on any map, a place where time seems to stand still -- a stranger arrives, carrying with him a backpack containing a notebook and eleven gold bars. He comes searching for the answer to a question that torments him: Are human beings, in essence, good or evil? In welcoming the mysterious foreigner, the whole village becomes an accomplice to his sophisticated plot, which will forever mark their lives. Paulo Coelho's stunning novel explores the timeless struggle between good and evil, and brings to our everyday dilemmas fresh perspective: incentive to master the fear that prevents us from following our dreams, from being different, from truly living. The Devil and Miss Prym is a story charged with emotion, in which the integrity of being human meets a terrifying test.",199,View,21-03-2020 19:10,DE,Germany
169,65,Elderly,Female,"New Derrickview, SD",209,Siren,TV Show,"Sci-Fi & Fantasy, Drama",1999,"Eric Wald, Nick Copus, Dean White",3.7,"The coastal town of Bristol Cove is known for its legend of once being home to mermaids. When the arrival of a mysterious girl proves this folklore all too true, the battle between man and sea takes a very vicious turn as these predatory beings return to reclaim their right to the ocean.",200,Like,09-04-2022 00:40,SD,Sudan
170,66,Elderly,Male,"Lewisside, SD",210,The Sopranos,TV Show,Drama,2014,David Chase,9.1,"The story of New Jersey-based Italian-American mobster Tony Soprano and the difficulties he faces as he tries to balance the conflicting requirements of his home life and the criminal organization he heads. Those difficulties are often highlighted through his ongoing professional relationship with psychiatrist Jennifer Melfi. The show features Tony's family members and Mafia associates in prominent roles and story arcs, most notably his wife Carmela and his cousin and protégé Christopher Moltisanti.",201,Dislike,24-04-2023 10:52,SD,Sudan
171,35,Young Adult,Female,"Justinbury, CA",211,Breaking Bad,TV Show,"Drama, Crime",2008,Vince Gilligan,2.7,"When Walter White, a New Mexico chemistry teacher, is diagnosed with Stage III cancer and given a prognosis of only two years left to live. He becomes filled with a sense of fearlessness and an unrelenting desire to secure his family's financial future at any cost as he enters the dangerous world of drugs and crime.",202,Like,14-10-2023 22:00,CA,Canada
172,35,Young Adult,Female,"New Angelabury, UT",212,The Professor and the Madman,Book,Biography & Autobiography,2005,Simon Winchester,6.3,"The Professor and the Madman, masterfully researched and eloquently written, is an extraordinary tale of madness, genius, and the incredible obsessions of two remarkable men that led to the making of the Oxford English Dictionary -- and literary history. The compilation of the OED began in 1857, it was one of the most ambitious projects ever undertaken. As definitions were collected, the overseeing committee, led by Professor James Murray, discovered that one man, Dr. W. C. Minor, had submitted more than ten thousand. When the committee insisted on honoring him, a shocking truth came to light: Dr. Minor, an American Civil War veteran, was also an inmate at an asylum for the criminally insane. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more.",203,View,04-09-2024 05:17,UT,United States
172,35,Young Adult,Female,"New Angelabury, UT",213,"The Collected Letters of C.S. Lewis, Volume 1",Book,Biography & Autobiography,2004,C. S. Lewis,5.9,"A first volume of personal correspondence written by classic author C. S. Lewis includes letters penned during his childhood, World War I army days, education at Oxford, atheist period, and early friendship with J. R. R. Tolkien.",204,Share,27-08-2023 18:55,UT,United States
172,35,Young Adult,Female,"New Angelabury, UT",214,The Cat's Pajamas,Book,Fiction,2005,Ray Bradbury,9.1,"From the winner of the National Book Foundations' 2000 Medal for Distinguished Contribution to American Letters comes a ""sweet, funny . . . thought–provoking"" (Milwaukee Journal Sentinel) collection of short stories. As in his most recent major fiction collections, One More for the Road (1999) and Driving Blind (1997), Ray Bradbury has once again pulled together a stellar group of stories sure to delight readers of all ages. In The Cat's Pyjamas we are treated to a treasure trove of Bradbury gems old and new –– eerie and strange, nostalgic and bittersweet, searching and speculative –– all but two of which have never been published before. The Cat's Pyjamas is a joyous celebration of the lifelong work of a literary legend.",205,Share,12-07-2021 19:46,UT,United States
173,33,Young Adult,Female,"Kennethchester, LA",215,Ameliorated holistic workforce,Game,MMO (Massively Multiplayer Online),1986,Amanda Hamilton,5.8,Hold body us. Popular society chance enjoy lead fly free dog.,206,Dislike,06-12-2022 16:38,LA,Lao People's Democratic Republic
174,75,Old Aged,Male,"West Joshuatown, KS",216,"LSD: Love, Sex Aur Dhokha",Movie,"Dramas, Independent Movies, International Movies",2010,Dibakar Banerjee,2.1,This provocative drama examines how the voyeuristic nature of modern society affects three unusual couples in Northern India.,207,Dislike,27-08-2022 12:02,KS,United States
175,32,Young Adult,Female,"Petersonville, WY",217,The Screwtape Letters,Book,Religion,2001,C. S. Lewis,9.1,"In this humorous and perceptive exchange between two devils, C. S. Lewis delves into moral questions about good vs. evil, temptation, repentance, and grace. Through this wonderful tale, the reader emerges with a better understanding of what it means to live a faithful life.",208,Purchase,29-03-2022 15:28,WY,United States
176,63,Elderly,Male,"Gonzalezland, FM",218,The Wind,Movie,Horror Movies,2019,Emma Tammi,5.9,"Isolated on a wind-ravaged 19th-century homestead, a frontierswoman begins to suspect that evil lurks in the terrifying emptiness all around her.",209,Like,28-04-2023 03:45,FM,Micronesia
176,63,Elderly,Male,"Gonzalezland, FM",219,Dance of the Forty One,Movie,"Dramas, Independent Movies, International Movies",2021,David Pablos,3.2,A gay congressman marries the Mexican president's daughter but cavorts with a young man at a secret club. And then scandal hits. Based on a true story.,210,Dislike,07-11-2020 23:02,FM,Micronesia
176,63,Elderly,Male,"Gonzalezland, FM",220,Pahuna,Movie,"Comedies, Dramas, International Movies",2018,Paakhi Tyrewala,9.2,"Fleeing unrest in their native Nepal, three young siblings separated from their parents must beat the odds to survive on their own in India.",211,Purchase,24-12-2020 05:57,FM,Micronesia
177,39,Middle Aged,Female,"New Kayla, VI",221,The Dance of the Dissident Daughter,Book,Religion,2002,Sue Monk Kidd,8.1,"The acclaimed spiritual memoir from the author of The Secret Life of Bees I was amazed to find that I had no idea how to unfold my spiritual life in a feminine way. I was surprised and, in fact, a little terrified when I found myself in the middle of a feminist spiritual reawakening. Sue Monk was a ""conventionally religious, churchgoing woman, a traditional wife and mother"" with a thriving career as a Christian writer until she began to question her role as a woman in her culture, her family, and her church. From a jarring encounter with sexism in a suburban drugstore to monastery retreats and rituals in the caves of Crete, Kidd takes readers through the fear, anger, healing, and transformation of her awakening. Retaining a meaningful connection ""with the deep song of Christianity,"" she opens the door for traditional Christian women to discover a spirituality that speaks directly to them and provides inspiring wisdom for all who struggle to embrace their full humanity.",212,Dislike,23-12-2020 14:38,VI,United States
178,31,Young Adult,Female,"Lake James, SC",222,BioShock,Game,First-Person Shooter,2007,Multiplatform,3.5,"A first-person shooter set in the underwater city of Rapture, where players uncover its dark secrets, confront morally ambiguous choices, and engage in intense combat against genetically enhanced adversaries.",213,Share,11-05-2023 15:27,SC,Seychelles
179,67,Elderly,Male,"South Christinamouth, WV",223,The Missing Piece Meets the Big O,Book,Juvenile Fiction,1981,Shel Silverstein,5.6,The missing piece sat alone waiting for someone to come along and take it somewhere.... The different ones it encounters - and what it discovers in its helplessness - are portrayed with simplicity and compassion in the words and drawings of Shel Silverstein.,214,Share,04-07-2023 09:50,WV,Venezuela
180,66,Elderly,Female,"Port Robertton, AK",224,Bohemian Rhapsody,Music,Rock,1975,Queen,4.5,"A rock opera masterpiece, blending elements of rock, opera, and ballad.",215,Share,15-05-2020 08:12,AK,North America
181,78,Old Aged,Female,"North Rachel, LA",225,Underworld,Movie,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",2003,Len Wiseman,2,A vampire warrior begins to question her mission in the ancient war between the undead and werewolves when she falls for a human under her protection.,216,Dislike,13-07-2022 03:06,LA,Lao People's Democratic Republic
182,42,Middle Aged,Female,"South Marcia, WV",226,Cracks in My Foundation,Book,Fiction,2005,Marian Keyes,6.7,"Go further under the covers and stay in bed a little longer with Marian Keyes in this winning follow-up to her smash essay collection, Under the Duvet. Written in the witty, forthright style that has earned her legions of devoted readers, Cracks in My Foundation offers an even deeper and more candid look into this beloved author's mind and heart, exploring such universal themes as friends and family, home, glamour and beauty, children, travel, and more. Marian's hilarious and thoughtful take on life makes her readers feel they are reading a friend, not just an author. Marian continues to entertain with her reports from the trenches, and throws in some original short fiction as well. Whether it's visiting Siberia, breaking it off with an old hairdresser, shopping (of course!), turning forty, living with her beloved husband, Himself (a man beyond description), or musing on the F word (feminism), Marian shares the joys, passions, and sorrows of her world and helps us feel good about our own. So grab a latte and a pillow and get ready to laugh your slippers off!",217,Share,01-08-2021 15:10,WV,Venezuela
183,65,Elderly,Male,"Port Allenbury, SD",227,Kyaa Kool Hai Hum,Movie,"Comedies, International Movies, Music & Musicals",2005,Sangeeth Sivan,9.5,"Longtime friends Rahul and Karan head to Mumbai intent on making their dreams come true, but both men are suddenly saddled with bad luck.",218,View,02-01-2022 12:40,SD,Sudan
184,35,Young Adult,Female,"Lake Angel, HI",228,Hey Jude,Music,Pop,1968,The Beatles,8.5,"One of the Beatles' most enduring hits, known for its sing-along chorus and extended outro.",219,View,20-06-2021 06:50,HI,United States
185,42,Middle Aged,Female,"Paulview, AK",229,Compatible mobile Local Area Network,Music,Folk,2015,Richard Maddox,5.3,Military week product. Couple even recognize show real try court.,220,View,11-11-2021 10:46,AK,North America
186,69,Elderly,Female,"Pottershire, WA",230,The Strain,TV Show,"Sci-Fi & Fantasy, Drama, Mystery",2014,"Guillermo del Toro, Carlton Cuse",8.2,"A high concept thriller that tells the story of Dr. Ephraim Goodweather, the head of the Center for Disease Control Canary Team in New York City. He and his team are called upon to investigate a mysterious viral outbreak with hallmarks of an ancient and evil strain of vampirism. As the strain spreads, Eph, his team, and an assembly of everyday New Yorkers, wage war for the fate of humanity itself.",221,Share,27-02-2021 10:11,WA,United States
187,71,Elderly,Female,"Mcmillanburgh, KY",231,Half-Life 2,Game,First-Person Shooter,2004,Multiplatform,3.9,"A first-person shooter set in a dystopian future Earth, where players assume the role of physicist Gordon Freeman as he battles against the alien Combine and their oppressive rule, featuring innovative physics-based gameplay and immersive storytelling.",222,Share,14-12-2023 21:16,KY,Cayman Islands
188,80,Old Aged,Male,"Mccarthystad, MH",232,Streets of Fire,Movie,"Action & Adventure, Classic Movies, Cult Movies",1984,Walter Hill,7.2,"Tough ex-soldier Tom Cody springs into action when a depraved motorcycle gang kidnaps his former girlfriend, Ellen, who's now a famous singer.",223,Purchase,04-02-2020 21:53,MH,Marshall Islands
189,55,Elderly,Male,"Port Mitchellchester, WY",233,SEAL Team,TV Show,"Action & Adventure, Drama, War & Politics",2017,Benjamin Cavell,3.6,"Military drama following the professional and personal lives of the most elite unit of Navy SEALs as they train, plan and execute the most dangerous, high stakes missions our country can ask of them.",224,View,01-06-2022 00:53,WY,United States
189,55,Elderly,Male,"Port Mitchellchester, WY",234,The Sheltering Sky,Book,Fiction,2005,Paul Bowles,3,"The Sheltering Sky is a landmark of twentieth-century literature. In this intensely fascinating story, Paul Bowles examines the ways in which Americans' incomprehension of alien cultures leads to the ultimate destruction of those cultures. A story about three American travelers adrift in the cities and deserts of North Africa after World War II, The Sheltering Sky explores the limits of humanity when it touches the unfathomable emptiness and impassive cruelty of the desert. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more.",225,View,06-07-2022 06:26,WY,United States
189,55,Elderly,Male,"Port Mitchellchester, WY",235,Gotham,TV Show,"Drama, Crime, Sci-Fi & Fantasy",2013,Bruno Heller,6.2,"Everyone knows the name Commissioner Gordon. He is one of the crime world's greatest foes, a man whose reputation is synonymous with law and order. But what is known of Gordon's story and his rise from rookie detective to Police Commissioner? What did it take to navigate the multiple layers of corruption that secretly ruled Gotham City, the spawning ground of the world's most iconic villains? And what circumstances created them – the larger-than-life personas who would become Catwoman, The Penguin, The Riddler, Two-Face and The Joker?",226,Like,30-05-2022 04:55,WY,United States
190,26,Young Adult,Female,"Megantown, FM",236,Teen Wolf,TV Show,"Sci-Fi & Fantasy, Drama",2011,Jeff Davis,9,"Scott McCall, a high school student living in the town of Beacon Hills has his life drastically changed when he's bitten by a werewolf, becoming one himself. He must henceforth learn to balance his problematic new identity with his day-to-day teenage life. The following characters are instrumental to his struggle: Stiles, his best friend; Allison, his love interest who comes from a family of werewolf hunters; and Derek, a mysterious werewolf with a dark past. Throughout the series, he strives to keep his loved ones safe while maintaining normal relationships with them.",227,Like,15-04-2023 00:48,FM,Micronesia
191,34,Young Adult,Female,"New Karenshire, DE",237,Murder in Mesopotamia,Book,Detective and mystery stories,2001,Agatha Christie,5.9,"An archaeologist's wife is murdered on the shores of the River Tigris in Iraq... It was clear to Amy Leatheran that something sinister was going on at the Hassanieh dig in Iraq; something associated with the presence of 'Lovely Louise', wife of celebrated archaeologist Dr Leidner. In a few days' time Hercule Poirot was due to drop in at the excavation site. But with Louise suffering from terrifying hallucinations, and tension within the group becoming almost unbearable, Poirot might just be too late...",228,Share,01-08-2023 03:03,DE,Germany
192,47,Middle Aged,Female,"Lake Jasonstad, MI",238,Chennai Express,Movie,"Action & Adventure, Comedies, International Movies",2013,Rohit Shetty,2.2,What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes.,229,Dislike,26-05-2023 01:48,MI,United States
193,74,Old Aged,Female,"Millerview, MS",239,Level 16,Movie,"Sci-Fi & Fantasy, Thrillers",2018,Danishka Esterhazy,5.6,"In a bleak academy that teaches girls the virtues of passivity, two students uncover the ghastly purpose behind their training and resolve to escape.",230,View,22-06-2022 21:48,MS,Montserrat
194,78,Old Aged,Female,"West Denise, ND",240,The Machinist,Movie,"Dramas, Independent Movies, Thrillers",2004,Brad Anderson,5.8,"Haunted and gaunt after a prolonged bout of insomnia, factory worker Trevor Reznik begins to question his sanity amid a series of mysterious events.",231,View,06-01-2021 18:57,ND,United States
195,23,Young Adult,Female,"West Jerrybury, AR",241,Monitored even-keeled encryption,Music,Rap,2005,Craig Mosley,2.2,Inside actually experience once space decision. So pick bring whether if.,232,View,07-10-2023 01:53,AR,Argentina
195,23,Young Adult,Female,"West Jerrybury, AR",242,Bridge to Terabithia (rack),Book,Juvenile Fiction,2004,Katherine Paterson,6.2,"Jess Aarons' greatest ambition is to be the fastest runner in his grade. He's been practicing all summer and can't wait to see his classmates' faces when he beats them all. But on the first day of school, a new girl boldly crosses over to the boys' side and outruns everyone. That's not a very promising beginning for a friendship, but Jess and Leslie Burke become inseparable. Together they create Terabithia, a magical kingdom in the woods where the two of them reign as king and queen, and their imaginations set the only limits. Then one morning a terrible tragedy occurs. Only when Jess is able to come to grips with this tragedy does he finally understand the strength and courage Leslie has given him.",233,View,04-05-2023 12:04,AR,Argentina
196,78,Old Aged,Female,"Aprilchester, ME",243,The Queen of Flow,TV Show,Drama,2018,Andrés Salgado,2.4,"After spending seventeen years in prison unfairly, a talented songwriter seeks revenge on the men who sank her and killed her family.",234,Purchase,31-01-2023 12:25,ME,Montenegro
197,22,Young Adult,Male,"East Lorifurt, TN",244,Modern Family,TV Show,Comedy,2015,"Christopher Lloyd, Steven Levitan",9,"The Pritchett-Dunphy-Tucker clan is a wonderfully large and blended family. They give us an honest and often hilarious look into the sometimes warm, sometimes twisted, embrace of the modern family.",235,View,26-04-2021 22:01,TN,Tunisia
198,78,Old Aged,Male,"Hannahstad, NY",245,Show Dogs,Movie,"Children & Family Movies, Comedies",2018,Raja Gosnell,9.9,A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,236,View,19-05-2021 17:50,NY,United States
199,19,Young Adult,Male,"Kellymouth, FL",246,Kyaa Super Kool Hain Hum,Movie,"Comedies, International Movies",2012,Sachin Yardi,3.4,An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.,237,View,03-05-2022 15:26,FL,United States
200,48,Middle Aged,Male,"Nielsenton, CT",247,Hallowe'en Party,Book,"Poirot, Hercule (Fictitious character)",2001,Agatha Christie,1.9,"No one believes a little girl when she insists that she has witnessed a murder until she herself turns up drowned, and Hercule Poirot sets out to catch the killer.",238,View,01-01-2022 04:59,CT,United States
201,31,Young Adult,Female,"Gatesport, WV",248,Tales from the Perilous Realm,Book,"Fairy tales, English",2002,John Ronald Reuel Tolkien,6,"Never before published in a single volume, Tolkien's four novellas (""Farmer Giles of Ham, Leaf by Niggle, Smith of Wootton Major,"" and ""Roverandom"") and one book of poems (""The Adventures of Tom Bombadil"") are gathered together in a fully illustrated set.",239,Like,03-12-2020 04:31,WV,Venezuela
202,67,Elderly,Female,"Karastad, NE",249,Bones,TV Show,"Crime, Drama",2018,Hart Hanson,3.2,"Dr. Temperance Brennan and her colleagues at the Jeffersonian's Medico-Legal Lab assist Special Agent Seeley Booth with murder investigations when the remains are so badly decomposed, burned or destroyed that the standard identification methods are useless.",240,Dislike,11-09-2021 20:04,NE,Niger
